region,planting_code,planting_label,scenario,cultivar_id,maturity_class,family,stage,threshold_code,threshold_label,plot_label,threshold_order,n,event_cases,no_event_cases,event_probability_pct,mean_yield_event_kg_ha,mean_yield_no_event_kg_ha,fe_status,beta_event_minus_noevent_kg_ha,associated_penalty_kg_ha,associated_penalty_pct,se_cluster_site,ci95_low_penalty_kg_ha,ci95_high_penalty_kg_ha,p_value
Northeast,M1,May 1,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,17746,3266,14480,18.404147413501633,2815.764543784446,2826.860773480663,ESTIMABLE,-28.247162562025903,28.247162562025903,0.9992413785290769,6.186955775639151,16.12095206783109,40.373373056220714,4.980687402812072e-06
Northeast,M1,May 1,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,17746,311,17435,1.7525076073481347,3227.7781350482314,2817.6307427588185,ESTIMABLE,-182.18125309404488,182.18125309404488,6.465760411020582,12.049549367703202,158.56457030340923,205.79793588468053,1.207437735556375e-51
Southwest,M1,May 1,Rainfed,990001,LS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,1690.84085708342,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990001,LS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,1690.84085708342,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990001,LS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,1690.84085708342,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,9107,9107,0,100.0,1784.9724387833535,,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,9107,9082,25,99.72548588997475,1784.728584012332,1873.56,ESTIMABLE,-1073.6212296415863,1073.6212296415863,57.30380823894544,249.43659905396635,584.7344790696545,1562.507980213518,1.6760168744904496e-05
Southwest,M1,May 1,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,9107,7900,1207,86.74645876798067,1635.1093670886075,2765.8492129246065,ESTIMABLE,-747.0802073844226,747.0802073844226,27.010879837316242,34.69495529116054,679.0793445685206,815.0810702003246,7.672123629136439e-103
Southwest,M1,May 1,Rainfed,990002,MS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,2145.0734345745786,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990002,MS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,2145.0734345745786,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990002,MS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,2145.0734345745786,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,9106,9106,0,100.0,2264.7414891280473,,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,9106,8709,397,95.64023720623764,2151.204845562062,4755.39798488665,ESTIMABLE,907.5264723950636,-907.5264723950636,-19.084132921772593,203.53478636494495,-1306.4473232714097,-508.60562151871744,8.240926503193614e-06
Southwest,M1,May 1,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,9106,7428,1678,81.57258950142763,1877.2897145934303,3979.8736591179977,ESTIMABLE,-513.2488590806045,513.2488590806045,12.896109350223655,45.87554021179145,423.33445249417423,603.1632656670347,4.676127053799675e-29
Southwest,M1,May 1,Rainfed,990003,SS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,1893.9473684210527,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990003,SS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,1893.9473684210527,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990003,SS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,1893.9473684210527,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,9108,9108,0,100.0,1999.1666666666667,,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,9108,8321,787,91.35924462011418,1908.6728758562672,2955.9631512071155,ESTIMABLE,-248.2940576681036,248.2940576681036,8.399768365404308,34.740025438867754,180.2048589859175,316.3832563502897,8.856305167294515e-13
Southwest,M1,May 1,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,9108,5759,3349,63.23012736056214,1509.6245876020143,2840.991937891908,ESTIMABLE,-418.0002005319652,418.0002005319652,14.713177990998895,22.225641994769077,374.4387426889369,461.56165837499356,6.60353218916697e-79
Southwest,M1,May 1,Rainfed,990004,VSS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,1967.3250468067401,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990004,VSS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,1967.3250468067401,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990004,VSS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,1967.3250468067401,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,9114,9053,61,99.33070002194427,2074.5935049154978,2173.245901639344,ESTIMABLE,127.10535275487639,-127.10535275487639,-5.848641088382913,17.586362927244394,-161.5739907113258,-92.63671479842698,4.919837083431512e-13
Southwest,M1,May 1,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,9114,6979,2135,76.57450076804915,1928.4087978220375,2555.2683840749414,ESTIMABLE,-42.65373411424199,42.65373411424199,1.6692467366665087,21.085377341631727,1.3271539242068968,83.98031430427709,0.043082850708652684
Southwest,M1,May 1,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,9114,4093,5021,44.90893131446127,1497.6430491082335,2546.108344951205,ESTIMABLE,-157.40744940117165,157.40744940117165,6.1822761672064,14.822028350071552,128.35680765719977,186.45809114514353,2.409947237484864e-26
Southwest,M1,May 1,Irrigated,990001,LS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,1,9613,0.01040149781568546,7087.0,6038.441901591595,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990001,LS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,6038.550967339297,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990001,LS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,6038.550967339297,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,9614,9614,0,100.0,6038.550967339297,,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,9614,9589,25,99.73996255460786,6039.65992282824,5613.2,ESTIMABLE,-523.2327927927874,523.2327927927874,9.321470690386722,53.34410774892129,418.6802628174777,627.7853227680972,1.03358888041064e-22
Southwest,M1,May 1,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,9614,8469,1145,88.09028500104014,5934.680599834691,6806.828820960699,ESTIMABLE,-245.82367294888041,245.82367294888041,3.611427280085258,19.94449960088304,206.73317204147617,284.91417385628466,6.612539290478404e-35
Southwest,M1,May 1,Irrigated,990002,MS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,6974.999583940087,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990002,MS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,6974.999583940087,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990002,MS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,6974.999583940087,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,9614,9614,0,100.0,6974.999583940087,,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,9614,9217,397,95.87060536717287,6954.698708907454,7446.317380352645,ESTIMABLE,330.5321079658576,-330.5321079658576,-4.438866772426025,56.57431635651296,-441.4157304745983,-219.64848545711692,5.144139435213281e-09
Southwest,M1,May 1,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,9614,7848,1766,81.63095485749947,6884.451452599388,7377.390147225368,ESTIMABLE,-108.98576376175296,108.98576376175296,1.4772942949579866,15.845996420008335,77.928181479386,140.04334604411994,6.077935864522521e-12
Southwest,M1,May 1,Irrigated,990003,SS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,4308.224152277928,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990003,SS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,4308.224152277928,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990003,SS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,4308.224152277928,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,9614,9614,0,100.0,4308.224152277928,,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,9614,8827,787,91.81402121905555,4299.843888070693,4402.2172808132145,ESTIMABLE,53.13224125206973,-53.13224125206973,-1.2069427259677354,18.664717265143025,-89.71441487337299,-16.55006763076647,0.004417950102839415
Southwest,M1,May 1,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,9614,6122,3492,63.677969627626375,4234.563377981052,4437.362542955327,ESTIMABLE,-67.87503830093978,67.87503830093978,1.5296257099545971,8.753173704826834,50.71913308905615,85.0309435128234,8.880784192950434e-15
Southwest,M1,May 1,Irrigated,990004,VSS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,2901.499271895153,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990004,VSS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,2901.499271895153,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990004,VSS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,2901.499271895153,LOW_EVENT_COUNT,,,,,,,
Southwest,M1,May 1,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,9614,9553,61,99.36550863324318,2906.149481838166,2173.245901639344,ESTIMABLE,145.32081563869352,-145.32081563869352,-6.68680960258909,18.054605685672414,-180.70719253768354,-109.9344387397035,8.349990087246671e-16
Southwest,M1,May 1,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,9614,7448,2166,77.4703557312253,2897.3371374865737,2915.8111726685133,ESTIMABLE,30.353572546156276,-30.353572546156276,-1.0409992536785937,10.957133508907031,-51.82915959741104,-8.877985494901509,0.005601997721105673
Southwest,M1,May 1,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,9614,4175,5439,43.42625338048679,2819.5990419161676,2964.366243794815,ESTIMABLE,-36.99833484298061,36.99833484298061,1.2481026904292845,9.352341863411535,18.668081619587785,55.32858806637344,7.619912324348712e-05
Southcentral,M1,May 1,Rainfed,990001,LS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19266,3,19263,0.015571473061351603,7218.666666666667,2942.504698125941,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990001,LS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19266,0,19266,0.0,,2943.170559534932,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990001,LS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19266,0,19266,0.0,,2943.170559534932,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19232,19232,0,100.0,2948.373752079867,,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19232,18234,998,94.81073211314475,2780.864812986728,6008.852705410822,ESTIMABLE,-803.6677781823291,803.6677781823291,13.374729213426157,41.90484198752755,721.5357971089333,885.799759255725,5.608076037658292e-82
Southcentral,M1,May 1,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19232,13842,5390,71.97379367720465,2196.562346481722,4879.092393320965,ESTIMABLE,-727.6939838897281,727.6939838897281,14.91453584453279,34.65892492885838,659.7637392862882,795.624228493168,7.155410796138695e-98
Southcentral,M1,May 1,Rainfed,990002,MS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19266,0,19266,0.0,,4027.9449807951833,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990002,MS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19266,0,19266,0.0,,4027.9449807951833,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990002,MS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19266,0,19266,0.0,,4027.9449807951833,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19232,19232,0,100.0,4035.065931780366,,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19232,16354,2878,85.03535773710483,3500.2494802494803,7074.116747741487,ESTIMABLE,-227.5770646872159,227.5770646872159,3.217038576015488,40.43403418883087,148.3278139274462,306.82631544698563,1.8193723172760243e-08
Southcentral,M1,May 1,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19232,10375,8857,53.94654742096506,3044.730987951807,5195.134244100711,ESTIMABLE,-607.3293636443417,607.3293636443417,11.690349760143143,19.107172481198607,569.8799937347976,644.7787335538858,1.0297208987491556e-221
Southcentral,M1,May 1,Rainfed,990003,SS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19266,0,19266,0.0,,3234.7321187584344,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990003,SS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19266,0,19266,0.0,,3234.7321187584344,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990003,SS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19266,0,19266,0.0,,3234.7321187584344,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19232,19061,171,99.11085690515807,3233.5334452547086,4011.5087719298244,ESTIMABLE,-7.684688678664765,7.684688678664765,0.19156604448774212,31.20256980531454,-53.4712243648487,68.84060172217823,0.805462519328547
Southcentral,M1,May 1,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19232,12859,6373,66.86252079866888,2721.7027762656503,4287.144672838537,ESTIMABLE,-194.0507295949861,194.0507295949861,4.526339659690194,9.432459314418802,175.5634490530859,212.53801013688633,4.82510483983527e-94
Southcentral,M1,May 1,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19232,5443,13789,28.301788685524127,1971.4776777512402,3741.358764232359,ESTIMABLE,-580.3330291674066,580.3330291674066,15.511290569496552,17.897009968240756,545.2555341987004,615.4105241361128,1.1709548186299968e-230
Southcentral,M1,May 1,Rainfed,990004,VSS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19266,0,19266,0.0,,2650.5066957334166,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990004,VSS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19266,0,19266,0.0,,2650.5066957334166,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990004,VSS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19266,0,19266,0.0,,2650.5066957334166,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19232,18662,570,97.03618968386023,2663.6979423427288,2376.721052631579,ESTIMABLE,136.18961158471373,-136.18961158471373,-5.730147062648365,15.918326473845857,-167.38895816760208,-104.99026500182538,1.1733531756576081e-17
Southcentral,M1,May 1,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19232,9057,10175,47.09338602329451,2358.8735784476094,2918.9527272727273,ESTIMABLE,66.10870553001473,-66.10870553001473,-2.264809049915044,8.604835816461808,-82.97387382316019,-49.24353723686927,1.557229586176568e-14
Southcentral,M1,May 1,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19232,3459,15773,17.985648918469217,1916.590922231859,2817.166930831167,ESTIMABLE,-206.61656235182178,206.61656235182178,7.3341966388503055,12.011525562806813,183.07440484933824,230.15871985430533,2.5863218769447954e-66
Southcentral,M1,May 1,Irrigated,990001,LS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19266,3,19263,0.015571473061351603,7453.0,5764.754191974251,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990001,LS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19266,0,19266,0.0,,5765.017076715458,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990001,LS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19266,0,19266,0.0,,5765.017076715458,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19266,19266,0,100.0,5765.017076715458,,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19266,18268,998,94.81988996159036,5715.005036128749,6680.467935871743,ESTIMABLE,-550.7543695331337,550.7543695331337,8.24424837930556,31.915861871608133,488.2004297292267,613.3083093370408,1.0008324475504821e-66
Southcentral,M1,May 1,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19266,13847,5419,71.87272916017855,5402.975084855925,6690.1315740911605,ESTIMABLE,-27.20381741139815,27.20381741139815,0.4066260447963421,8.81846420220649,9.919945176117686,44.48768964667861,0.002036410054327038
Southcentral,M1,May 1,Irrigated,990002,MS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19266,0,19266,0.0,,6572.58382642998,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990002,MS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19266,0,19266,0.0,,6572.58382642998,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990002,MS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19266,0,19266,0.0,,6572.58382642998,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19266,19266,0,100.0,6572.58382642998,,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19266,16132,3134,83.73300114190802,6372.539548723035,7602.2948308870455,ESTIMABLE,153.6591561752298,-153.6591561752298,-2.021220691822349,14.245058722181623,-181.57895822836394,-125.73935412209566,3.9721742407691e-27
Southcentral,M1,May 1,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19266,10094,9172,52.392816360427695,6276.563106796117,6898.3615351068465,ESTIMABLE,-198.2607942071537,198.2607942071537,2.8740273063128594,13.398145528401988,172.00091151185944,224.52067690244797,1.5173648699930979e-49
Southcentral,M1,May 1,Irrigated,990003,SS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19266,0,19266,0.0,,4124.236530675802,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990003,SS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19266,0,19266,0.0,,4124.236530675802,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990003,SS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19266,0,19266,0.0,,4124.236530675802,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19266,19095,171,99.11242603550296,4125.242105263158,4011.9473684210525,ESTIMABLE,-48.44137792009241,48.44137792009241,1.2074280510603275,30.18763419708192,-10.72529788465787,107.60805372484268,0.10856508379976625
Southcentral,M1,May 1,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19266,12980,6286,67.37257344544794,3975.312942989214,4431.749761374483,ESTIMABLE,-82.7636009053303,82.7636009053303,1.8675152109595115,6.045514474874996,70.91461026655973,94.61259154410088,1.1637466913013234e-42
Southcentral,M1,May 1,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19266,5420,13846,28.1324613308419,3777.948708487085,4259.790481005344,ESTIMABLE,-103.50380333841578,103.50380333841578,2.429786248876449,7.078519652883517,89.63015975490512,117.37744692192643,2.026266715478558e-48
Southcentral,M1,May 1,Irrigated,990004,VSS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19266,0,19266,0.0,,2798.0678916225474,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990004,VSS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19266,0,19266,0.0,,2798.0678916225474,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990004,VSS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19266,0,19266,0.0,,2798.0678916225474,LOW_EVENT_COUNT,,,,,,,
Southcentral,M1,May 1,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19266,18696,570,97.0414201183432,2810.8130081300815,2380.0280701754386,ESTIMABLE,126.43597898980636,-126.43597898980636,-5.312373436859776,22.722821195507738,-170.97189016014488,-81.90006781946782,2.63247652881188e-08
Southcentral,M1,May 1,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19266,8879,10387,46.0863697705803,2631.8359049442506,2940.166072975835,ESTIMABLE,63.58071792801888,-63.58071792801888,-2.162487300034274,4.989948802947868,-73.36083786649546,-53.8005979895423,3.464998372740591e-37
Southcentral,M1,May 1,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19266,3459,15807,17.9539084397384,2492.355594102342,2864.9660277092426,ESTIMABLE,-13.893772143214015,13.893772143214015,0.48495416730379654,8.748937957857507,-3.2538311571621072,31.041375443590137,0.1122744848870721
Southeast,M1,May 1,Rainfed,990001,LS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,20444,45,20399,0.2201134807278419,7400.533333333334,4979.955978234228,ESTIMABLE,787.0036608616728,-787.0036608616728,-15.803426060419218,82.70781970537213,-949.1080087240343,-624.8993129993112,1.8089575841006824e-21
Southeast,M1,May 1,Rainfed,990001,LS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,20444,0,20444,0.0,,4985.283995304246,LOW_EVENT_COUNT,,,,,,,
